,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Founded,Ownership_Type,Industry,Sector,Revenue,Competitors,Easy_Apply,Minimum_Salary,Maximum_Salary
1959,Data Engineer,$108K-$127K,4.4,Telaria,"Mountain View, CA","New York, NY",51 to 200 employees,2017,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"SpotX, FreeWheel, TubeMogul",True,108000,127000
1960,Data Engineer,$108K-$127K,3.5,Kohl's,"Milpitas, CA","Menomonee Falls, WI",10000+ employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"J. C. Penney, Target, Macy's",0,108000,127000
1961,Data Engineer,$108K-$127K,4.5,CDK,"San Jose, CA","Latina, Italy",0,0,Company - Public,0,0,Unknown / Non-Applicable,0,0,108000,127000
1962,Data Engineer,$108K-$127K,5,pddninc.net,"Sunnyvale, CA","Fremont, CA",51 to 200 employees,0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),0,0,108000,127000
1963,Data Engineer,$108K-$127K,4.9,DeepMap,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,108000,127000
1964,Data Engineer,$108K-$127K,5,Moveworks,"Mountain View, CA","Mountain View, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,True,108000,127000
1965,Data Engineer,$108K-$127K,3.8,VLink Inc,"Menlo Park, CA","South Windsor, CT",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,108000,127000
1966,Data Engineer,$108K-$127K,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,108000,127000
1967,Data Engineer,$108K-$127K,-1,TEK NINJAS,"Menlo Park, CA","Lewisville, TX",51 to 200 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,108000,127000
1968,Data Engineer,$108K-$127K,-1,pddninc.net,"Sunnyvale, CA",0,0,0,0,0,0,0,0,0,108000,127000
1969,Data Engineer,$108K-$127K,3.8,DataStax,"Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,108000,127000
1970,Data Engineer,$108K-$127K,4,New York Technology Partners,"Menlo Park, CA","Jersey City, NJ",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,108000,127000
1971,Data Engineer,$108K-$127K,-1,FutureSoft IT,"Sunnyvale, CA",0,0,0,0,0,0,0,0,0,108000,127000
1972,Data Engineer,$108K-$127K,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,108000,127000
1973,Data Engineer,$108K-$127K,3.2,Yochana,"Sunnyvale, CA","Farmington Hills, MI",201 to 500 employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),0,0,108000,127000
1974,Data Engineer,$108K-$127K,4.1,Kforce,"Mountain View, CA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),0,0,108000,127000
1975,Data Engineer,$108K-$127K,4.5,Facebook,"Fremont, CA","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,108000,127000
1976,Data Engineer,$108K-$127K,3.5,HCL America Inc.,"Menlo Park, CA","Noida, India",10000+ employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Infosys, Tata Consultancy Services, Wipro",0,108000,127000
1977,Data Engineer,$108K-$127K,4,CYNET SYSTEMS,"San Jose, CA","Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,108000,127000
1978,Data Engineer,$108K-$127K,5,Hippo Insurance,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,0,0,108000,127000
1979,Data Engineer,$108K-$127K,3.8,Nevro,"Redwood City, CA","Redwood City, CA",501 to 1000 employees,2006,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Medtronic, Boston Scientific",0,108000,127000
1980,Data Engineer,$108K-$127K,4,Lorven Technologies Inc,"Sunnyvale, CA","Plainsboro, NJ",1 to 50 employees,0,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),0,0,108000,127000
1981,Data Engineer,$108K-$127K,4.2,Nextgen Technologies,"San Jose, CA","San Jose, CA",51 to 200 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,108000,127000
1982,Data Engineer,$108K-$127K,3,Intelliswift Software Inc,"Sunnyvale, CA","Newark, CA",201 to 500 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),0,0,108000,127000
1983,Data Engineer,$108K-$127K,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,108000,127000
1984,Data Engineer,$108K-$127K,3.2,Yochana IT Solutions,"San Jose, CA","Farmington Hills, MI",201 to 500 employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),0,0,108000,127000
1985,Data Engineer,$108K-$127K,4.3,Taos,"Sunnyvale, CA","San Jose, CA",501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,108000,127000
1986,Data Engineer,$108K-$127K,3.9,B-Stock Solutions,"Belmont, CA","Belmont, CA",51 to 200 employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,108000,127000
1987,Data Engineer,$108K-$127K,3.5,eBay,"San Jose, CA","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",0,108000,127000
1988,Data Engineer,$108K-$127K,3.9,Deloitte,"San Jose, CA","New York, NY",10000+ employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),"Amazon, PwC, McKinsey & Company",0,108000,127000
1989,Data Engineer,$108K-$127K,3.9,"TalentBurst, Inc.","Santa Clara, CA","Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKsystems, Collabera, Artech Information Systems",0,108000,127000
1990,Data Engineer,$100K-$181K,4.6,NVIDIA,"Santa Clara, CA","Santa Clara, CA",10000+ employees,1993,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),0,0,100000,181000
1991,Data Engineer,$100K-$181K,3.9,Equinix,"Sunnyvale, CA","Redwood City, CA",5001 to 10000 employees,1998,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),0,0,100000,181000
1992,Data Engineer,$100K-$181K,-1,"Applicantz, Inc.","Menlo Park, CA","Houston, TX",51 to 200 employees,0,Company - Public,0,0,Unknown / Non-Applicable,0,0,100000,181000
1993,Data Engineer,$100K-$181K,-1,Stride Search,"Redwood City, CA","Westlake Village, CA",1 to 50 employees,0,Company - Private,0,0,Less than $1 million (USD),0,0,100000,181000
1994,Data Engineer,$100K-$181K,4.1,IntelliPro Group Inc.,"Sunnyvale, CA","Santa Clara, CA",201 to 500 employees,0,Company - Private,0,0,$10 to $25 million (USD),0,0,100000,181000
1995,Data Engineer,$100K-$181K,2.7,Mercari,"Palo Alto, CA","Tokyo, Japan",1001 to 5000 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,True,100000,181000
1996,Data Engineer,$100K-$181K,4.7,Qstride,"Sunnyvale, CA","Detroit, MI",1 to 50 employees,2012,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),0,0,100000,181000
1997,Data Engineer,$100K-$181K,-1,"CESUSA, INC.","San Jose, CA",0,0,0,0,0,0,0,0,0,100000,181000
1998,Data Engineer,$100K-$181K,3.8,Apex Systems,"Menlo Park, CA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",True,100000,181000
1999,Data Engineer,$100K-$181K,3.7,Xilinx,"San Jose, CA","San Jose, CA",5001 to 10000 employees,1984,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Qualcomm, Intel Corporation, AMD",0,100000,181000
2000,Data Engineer,$88K-$163K,3.9,Balyasny Asset Management,"Austin, TX","Chicago, IL",501 to 1000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,0,0,88000,163000
2001,Data Engineer,$88K-$163K,4.5,SciPlay,"Austin, TX","Cedar Falls, IA",201 to 500 employees,1998,Company - Public,Video Games,Media,Unknown / Non-Applicable,0,True,88000,163000
2002,Data Engineer,$88K-$163K,4.5,SpringML,"Austin, TX","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,True,88000,163000
2003,Data Engineer,$88K-$163K,2.9,Clinicient,"Austin, TX","Portland, OR",51 to 200 employees,2004,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,88000,163000
2004,Data Engineer,$88K-$163K,4.5,Applied Information Sciences,"Austin, TX","Reston, VA",501 to 1000 employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,88000,163000
2005,Data Engineer,$88K-$163K,3.5,Integral Ad Science,"Austin, TX","New York, NY",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),0,0,88000,163000
2006,Data Engineer,$88K-$163K,4.2,Sysco Labs,"Austin, TX","San Mateo, CA",201 to 500 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Revel Systems, Square, Clover",0,88000,163000
2007,Data Engineer,$88K-$163K,4.7,SADA,"Austin, TX","North Hollywood, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,88000,163000
2008,Data Engineer,$88K-$163K,3.6,Blackbaud,"Austin, TX","Charleston, SC",1001 to 5000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),0,0,88000,163000
2009,Data Engineer,$88K-$163K,3.7,Tokyo Electron America,"Austin, TX","Tokyo, Japan",10000+ employees,1963,Company - Public,Industrial Manufacturing,Manufacturing,$5 to $10 billion (USD),0,0,88000,163000
2010,Data Engineer,$88K-$163K,3.6,General Motors,"Austin, TX","Detroit, MI",10000+ employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),"FCA Fiat Chrysler Automobiles, Ford Motor Company, Toyota North America",0,88000,163000
2011,Data Engineer,$88K-$163K,3.9,Amazon,"Austin, TX","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,88000,163000
2012,Data Engineer,$88K-$163K,4.1,Apple,"Austin, TX","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,88000,163000
2013,Data Engineer,$88K-$163K,3.8,Flex,"Austin, TX","Singapore, Singapore",10000+ employees,1969,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),0,0,88000,163000
2014,Data Engineer,$88K-$163K,4.1,Apple,"Austin, TX","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,88000,163000
2015,Data Engineer,$88K-$163K,3.6,Abrigo,"Austin, TX","Austin, TX",201 to 500 employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,88000,163000
2016,Data Engineer,$88K-$163K,3.6,Blackbaud,"Austin, TX","Charleston, SC",1001 to 5000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),0,0,88000,163000
2017,Data Engineer,$88K-$163K,4.2,RunTitle,"Austin, TX","Austin, TX",1 to 50 employees,2012,Company - Private,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",Less than $1 million (USD),0,0,88000,163000
2018,Data Engineer,$88K-$163K,4.1,Apple,"Austin, TX","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,88000,163000
2019,Data Engineer,$88K-$163K,4.4,Tachyon Technologies,"Austin, TX","Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),0,0,88000,163000
2020,Data Engineer,$88K-$163K,3.8,Sense Corp,"Austin, TX","Saint Louis, MO",201 to 500 employees,1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),0,0,88000,163000
2021,Data Engineer,$88K-$163K,4.7,SADA,"Austin, TX","North Hollywood, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,88000,163000
2022,Data Engineer,$88K-$163K,5,AffiniPay,"Austin, TX","Austin, TX",51 to 200 employees,2005,Company - Private,Financial Transaction Processing,Finance,$10 to $25 million (USD),0,0,88000,163000
2023,Data Engineer,$88K-$163K,5,Iodine Software,"Austin, TX","Austin, TX",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,88000,163000
2024,Data Engineer,$88K-$163K,4.1,Zynga,"Austin, TX","San Francisco, CA",1001 to 5000 employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),0,0,88000,163000
2025,Data Engineer,$88K-$163K,4.5,Applied Information Sciences,"Austin, TX","Reston, VA",501 to 1000 employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,88000,163000
2026,Data Engineer,$88K-$163K,4.9,"Treehouse Technology Group, LLC","Austin, TX","Austin, TX",1 to 50 employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,88000,163000
2027,Data Engineer,$88K-$163K,3.6,Charles Schwab,"Austin, TX","San Francisco, CA",10000+ employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),0,0,88000,163000
2028,Data Engineer,$88K-$163K,3.8,"Pilytix, LLC","Austin, TX","Austin, TX",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,88000,163000
2029,Data Engineer,$88K-$163K,4.9,Cognite,"Austin, TX","Oslo, Norway",201 to 500 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,88000,163000
2030,Data Engineer,$79K-$96K,4.5,SpringML,"Austin, TX","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,True,79000,96000
2031,Data Engineer,$79K-$96K,4.5,Applied Information Sciences,"Austin, TX","Reston, VA",501 to 1000 employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,79000,96000
2032,Data Engineer,$79K-$96K,3.2,"Phunware, Inc","Austin, TX","Austin, TX",51 to 200 employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),"Salesforce, Localytics, Mixpanel",0,79000,96000
2033,Data Engineer,$79K-$96K,3.2,Scientific Games,"Austin, TX","Las Vegas, NV",5001 to 10000 employees,1984,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,79000,96000
2034,Data Engineer,$79K-$96K,4.8,"EtiVenture, Inc.","Austin, TX","Seattle, WA",1 to 50 employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,79000,96000
2035,Data Engineer,$79K-$96K,3.1,"Q2 Software, Inc","Austin, TX","Austin, TX",1001 to 5000 employees,2004,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),Intuit,0,79000,96000
2036,Data Engineer,$79K-$96K,3.5,Aviat Networks,"Austin, TX","Austin, TX",501 to 1000 employees,2007,Company - Public,Telecommunications Services,Telecommunications,$100 to $500 million (USD),0,True,79000,96000
2037,Data Engineer,$79K-$96K,4,LMI,"Austin, TX","Tysons, VA",1001 to 5000 employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, Noblis, Deloitte",0,79000,96000
2038,Data Engineer,$79K-$96K,4.2,Procore Technologies,"Austin, TX","Carpinteria, CA",1001 to 5000 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,79000,96000
2039,Data Engineer,$79K-$96K,3.5,Atos Syntel Inc.,"Austin, TX","Troy, MI",10000+ employees,1980,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $2 billion (USD),0,0,79000,96000
2040,Data Engineer,$79K-$96K,2.9,Forcepoint,"Austin, TX","Austin, TX",1001 to 5000 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"FireEye, Zscaler, Palo Alto Networks",0,79000,96000
2041,Data Engineer,$79K-$96K,3.9,Octo Consulting Group,"Austin, TX","Reston, VA",501 to 1000 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),"Attain, Deloitte, Booz Allen Hamilton",0,79000,96000
2042,Data Engineer,$79K-$96K,3.6,Ercot,"Austin, TX","Austin, TX",501 to 1000 employees,1986,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),0,0,79000,96000
